# Tracked standalone tree placement — see StandaloneTreeCatalog.cs
prefab,worldX,worldY,worldZ,yawDeg,scale
Spruce 1,-55.8914,0.3289,-189.6546,60.6363,1.0068
Spruce 1,-52.3245,1.2140,-186.1535,274.0502,0.9021
Spruce 1,-46.4925,2.2239,-188.9561,137.1491,0.9461
Spruce 1,-40.3385,3.3429,-187.3953,207.7909,1.0942
Spruce 1,-33.5152,4.2273,-189.5868,293.8255,1.0615
Spruce 3,-26.6602,4.8102,-190.2351,326.2366,0.8943
Spruce 1,31.5998,9.8149,-185.8654,51.7127,1.0444
Spruce 1,-56.1292,0.8074,-183.1893,96.2778,0.9595
Spruce 1,-53.4880,1.4614,-180.1909,4.3321,0.9892
Spruce 1,-43.1131,3.0190,-181.8649,3.2230,0.9999
Spruce 1,-36.9270,3.8191,-184.4226,235.4915,0.8691
Spruce 3,11.5436,9.1286,-180.9796,317.4050,0.8558
Spruce 1,32.0995,9.7942,-179.8433,77.6377,0.8904
Spruce 3,-58.1632,1.4079,-175.1876,8.7181,1.0453
Spruce 1,-51.8276,2.2831,-172.9256,95.5598,0.9159
Spruce 1,-47.6691,2.5386,-177.2033,33.7438,0.9767
Spruce 1,9.9069,9.0912,-174.7480,65.8963,0.9392
Spruce 3,12.2775,9.2763,-177.1149,281.3894,1.1462
Spruce 3,33.4599,9.7340,-175.1627,215.3440,0.8866
Spruce 1,-49.0380,2.6855,-171.7301,65.4677,0.8509
Spruce 1,1.7831,8.1473,-170.4619,88.9598,1.0913
Spruce 3,41.3806,9.2705,-167.8272,167.9789,1.1329
Spruce 1,47.4446,8.7507,-166.6848,76.0464,1.0263
Spruce 1,2.9202,8.5393,-164.2950,238.5238,1.0790
Spruce 3,47.3839,8.7873,-164.6256,320.6462,1.1144
Spruce 1,48.1990,8.7097,-164.7099,320.6865,0.8556
Spruce 3,-2.2670,8.0180,-158.5685,48.9287,0.8799
Spruce 1,52.0148,8.4502,-155.3363,151.6633,1.0346
Spruce 1,-8.3644,7.4328,-149.9906,180.6504,1.1469
Spruce 1,-0.7434,8.3584,-154.2519,58.9125,0.9760
Spruce 1,6.1108,9.0401,-148.7818,174.3260,0.9427
Spruce 3,47.7834,8.9548,-149.2023,303.4144,1.0419
Spruce 1,51.1303,8.5716,-152.5524,325.6971,0.8827
Spruce 1,-12.9453,6.8807,-146.1063,285.2405,0.8887
Spruce 1,-10.1693,7.3447,-145.2339,234.3628,0.8503
Spruce 3,-5.3353,8.0028,-145.3177,259.1638,1.0071
Spruce 3,47.1873,9.0256,-147.3798,290.2719,1.1399
Spruce 3,52.9843,8.4182,-145.8368,97.5146,0.9087
Spruce 1,-19.1996,6.5166,-131.1611,50.8450,1.1134
Spruce 1,-14.1716,7.2432,-132.8175,163.3639,1.0796
Spruce 3,-22.6754,6.1307,-126.4098,106.0738,0.8797
Spruce 1,-13.5719,7.5010,-128.2318,354.7605,0.9931
Spruce 1,-17.9625,7.0654,-122.7186,28.2694,0.9308
Spruce 1,-16.9945,7.2048,-123.0067,225.7548,1.0447
Spruce 1,-19.5475,7.0543,-115.5557,351.4283,0.8929
Spruce 1,-9.4061,8.1879,-116.3338,251.2787,0.9033
Spruce 1,-1.6407,8.3643,-118.4090,248.5860,0.9176
Spruce 1,49.1297,9.1033,-116.2019,114.3023,1.0573
Spruce 1,-25.5175,6.1912,-108.9776,345.6733,1.0731
Spruce 1,-22.8511,6.6298,-110.2815,252.4431,0.9873
Spruce 3,-8.8232,8.2433,-106.8209,71.1165,1.0716
Spruce 1,-5.2156,8.3035,-108.7870,342.6721,1.0396
Spruce 3,-25.0466,6.3186,-101.9627,344.2933,1.0507
Spruce 3,-19.2287,7.2680,-106.1835,285.0869,0.8857
Spruce 1,-11.6790,8.0948,-103.9119,89.0606,1.0609
Spruce 3,-5.0740,8.2564,-104.0025,35.2758,0.9431
Spruce 1,50.6126,9.2772,-101.9898,352.9887,1.0323
Spruce 3,-25.2661,6.1923,-95.9004,73.3234,1.0736
Spruce 3,-18.3052,7.3429,-99.0966,39.9018,1.0024
Spruce 3,-9.7082,8.1398,-100.2888,99.2286,0.9141
Spruce 1,51.6581,9.2510,-97.4602,57.4264,1.0989
Spruce 1,-35.9136,4.5553,-92.8394,217.3323,0.9431
Spruce 1,-34.1585,4.7865,-92.0222,55.6778,0.9630
Spruce 1,-29.5158,5.4117,-90.9393,182.8918,1.1057
Spruce 3,-21.5943,6.6577,-92.6389,25.0247,0.9583
Spruce 3,-1.6571,8.0502,-93.3814,192.2518,1.1488
Spruce 3,45.2664,9.8919,-91.3261,351.8475,0.8629
Spruce 3,52.0089,9.3323,-89.6965,48.9366,1.0553
Spruce 3,-25.8102,5.8361,-88.1158,285.2827,0.8939
Spruce 3,-20.9090,6.4593,-86.3378,281.2131,0.8946
Spruce 1,45.9662,9.9317,-88.4424,27.4625,1.0252
Spruce 3,50.8821,9.5719,-84.4759,172.3893,0.9252
Spruce 1,-25.0440,5.6064,-80.8570,42.5545,0.8718
Spruce 3,-20.0253,6.1755,-78.5539,338.3628,0.9401
Spruce 1,42.4600,10.3743,-80.7468,269.6399,1.1459
Spruce 1,50.3232,9.7904,-79.9656,154.9771,0.9898
Spruce 3,-26.7340,5.1335,-71.8916,241.8052,1.0712
Spruce 1,-19.2071,6.1063,-74.2142,163.8214,0.8558
Spruce 3,-17.1760,6.4443,-75.5733,316.7654,1.0940
Spruce 1,45.0525,11.0034,-70.7435,139.4678,0.9683
Spruce 3,49.9881,10.5202,-70.6989,114.6599,0.9158
Spruce 3,-23.6950,5.4209,-69.2431,240.9475,0.9046
Spruce 1,-16.5717,6.3027,-65.7075,242.8250,0.8862
Spruce 1,47.3183,11.4027,-65.9634,265.2552,1.0076
Spruce 1,51.8098,11.1554,-64.9485,73.9257,0.9886
Spruce 1,-24.8433,5.4524,-60.1690,73.7801,1.0884
Spruce 3,-22.5597,5.6487,-60.7576,99.3454,1.0485
Spruce 3,41.9624,12.2107,-63.2316,218.2601,1.0510
Spruce 1,42.7491,12.2671,-62.6480,109.6787,0.9213
Spruce 3,50.0223,11.9412,-61.4194,151.4542,0.8698
Spruce 3,-31.0815,5.1779,-55.1804,121.4121,1.1112
Spruce 1,-24.1487,5.6083,-57.9040,229.5062,0.8728
Spruce 1,-22.6599,5.9783,-53.2072,219.0189,0.9741
Spruce 1,38.8018,13.0182,-58.1448,85.4617,1.1446
Spruce 1,47.9285,12.9196,-57.3640,87.9590,1.0754
Spruce 1,53.3555,13.4467,-53.7728,278.1159,1.1411
Spruce 1,-42.2123,3.9134,-48.2596,138.9491,0.8898
Spruce 1,-26.2553,5.8625,-50.3290,38.2290,1.0285
Spruce 3,37.0153,14.0399,-49.8788,263.0145,1.1279
Spruce 3,43.3365,14.3711,-51.1253,191.1517,1.0924
Spruce 1,50.4369,15.1193,-47.3068,160.3458,1.0545
Spruce 3,-37.2878,4.9134,-42.1894,34.0495,1.0620
Spruce 1,38.4187,14.9678,-44.4227,359.9236,0.9141
Spruce 3,44.4031,16.1512,-42.1894,228.9650,0.9159
Spruce 1,51.0450,16.4380,-41.1035,34.8040,0.9193
Spruce 1,-35.9596,5.2278,-40.1058,68.1986,1.0056
Spruce 3,-33.5161,5.7009,-38.9334,30.2199,0.8939
Spruce 1,36.6366,15.0738,-39.2151,297.5572,0.9342
Spruce 3,46.2696,17.4085,-35.6379,52.9211,0.9872
Spruce 1,48.5401,17.2217,-37.1876,211.3866,1.0909
Spruce 3,-38.5367,5.0596,-29.2307,338.8037,1.1321
Spruce 1,-31.8266,6.2002,-33.7668,313.3744,1.1201
Spruce 3,35.8885,15.2991,-32.4697,190.3974,0.9978
Spruce 1,38.1156,16.2056,-30.8119,5.7688,1.1156
Spruce 1,46.2288,18.1241,-30.1222,190.6014,0.9330
Spruce 3,53.8343,17.4566,-31.6857,88.7004,1.0923
Spruce 1,-36.0596,5.7641,-24.6199,231.1583,1.0855
Spruce 1,-32.0470,6.4222,-27.5585,73.9856,1.1217
Spruce 1,41.6062,17.5607,-27.9348,350.1719,1.1404
Spruce 1,42.7019,17.9839,-26.2565,3.0423,1.0218
Spruce 1,50.3247,18.2759,-26.5564,114.3493,0.9329
Spruce 3,-46.2083,3.7816,-19.1511,124.2462,1.1097
Spruce 1,-41.6533,4.7579,-18.0005,349.0656,0.9703
Spruce 3,-34.0799,6.3399,-20.1154,348.8502,0.8896
Spruce 1,32.1804,14.4325,-21.3215,333.6733,0.8552
Spruce 3,37.4367,16.5500,-22.4871,96.9677,0.8729
Spruce 1,45.7661,18.8693,-18.0030,0.4142,0.8838
Spruce 3,53.7019,17.5229,-20.8046,323.8193,0.9216
Spruce 1,-47.3742,3.8322,-11.9431,172.0182,1.0562
Spruce 3,-37.9348,5.7954,-13.3994,122.6466,1.0230
Spruce 3,34.6365,16.2566,-10.9595,3.0557,0.9002
Spruce 1,37.9883,17.4373,-13.5304,227.1632,1.0758
Spruce 3,51.0429,17.6409,-10.9652,205.5811,0.9156
Spruce 1,-45.3276,4.3696,-8.3665,284.9236,1.0509
Spruce 1,32.2596,15.3650,-9.2283,285.9970,0.8746
Spruce 1,38.0641,17.8994,-7.0930,78.1321,0.9993
Spruce 3,52.7849,16.8332,-9.4992,226.4540,1.0725
Spruce 1,30.6532,15.2958,-1.5669,22.3705,1.0329
Spruce 3,41.4234,18.7235,-0.5081,183.1472,1.1218
Spruce 1,42.3745,18.8106,-3.3779,191.0793,0.8973
Spruce 1,48.7333,17.7906,-4.0995,262.8398,0.9238
Spruce 1,-54.1786,3.7490,7.1458,176.0616,1.1182
Spruce 3,-53.6337,3.6962,5.1276,300.4079,0.9402
Spruce 3,-43.9598,5.3015,4.8093,27.9065,1.0136
Spruce 3,-38.6107,6.4699,5.4071,325.2801,1.0891
Spruce 3,-27.9811,7.8384,1.9839,186.2544,1.1359
Spruce 3,33.0652,16.6226,4.0593,353.7236,0.8740
Spruce 1,38.8262,18.3830,2.9726,42.7518,0.9527
Spruce 1,47.1943,17.3786,5.2268,192.9962,0.8777
Spruce 3,51.2621,15.6269,6.1018,101.4379,1.0367
Spruce 3,-51.7642,4.2678,10.8476,342.6906,0.9399
Spruce 3,-43.6958,5.7610,12.1753,245.7458,1.0984
Spruce 1,-40.4104,6.2591,8.8716,271.4746,1.0079
Spruce 3,25.3320,13.6837,8.4230,196.1032,1.0007
Spruce 1,34.7907,17.2326,11.8294,134.2362,0.8999
Spruce 1,41.6863,18.0427,12.2088,3.3951,1.0819
Spruce 3,45.6860,17.4157,9.8909,148.7224,1.1022
Spruce 1,48.5212,16.3791,10.0185,124.2058,0.9132
Spruce 1,-42.6008,6.2150,16.2508,164.0937,1.0373
Spruce 1,-38.6074,7.0126,17.1223,274.5091,1.0665
Spruce 3,-33.8252,7.7798,17.5584,56.6012,1.1415
Spruce 3,27.0856,14.3524,15.1993,57.7310,1.0259
Spruce 1,33.4233,16.6743,14.8450,243.7004,0.8889
Spruce 3,37.3719,17.5733,16.4687,161.2758,0.8726
Spruce 1,43.5337,17.6222,13.8175,205.4416,1.0124
Spruce 1,51.6943,14.6153,15.6360,108.5021,1.0430
Spruce 3,-35.5394,7.7863,22.4843,205.7425,0.9228
Spruce 1,28.9056,14.7736,21.1272,35.4412,1.0918
Spruce 1,32.8659,15.9742,22.8581,316.0760,0.8838
Spruce 1,39.9537,17.1945,23.5597,358.6044,1.0778
Spruce 1,44.9885,16.4741,24.6671,179.4785,0.8731
Spruce 1,48.3912,15.4760,24.0497,295.6175,1.0759
