frame,worldX,worldZ,preferred,foundPreferred,nHits,hits
0,-405.1787,-72.0000,Fairway,0,0
0,-405.1804,-72.0000,Fairway,0,0
1,-405.1804,-72.0000,Fairway,0,0
1,-405.1820,-72.0000,Fairway,0,0
2,-405.1820,-72.0000,Fairway,0,0
2,-405.1836,-72.0000,Fairway,0,0
3,-405.1836,-72.0000,Fairway,0,0
3,-405.1852,-72.0000,Fairway,0,0
4,-405.1852,-72.0000,Fairway,0,0
4,-405.1869,-72.0000,Fairway,0,0
5,-405.1869,-72.0000,Fairway,0,0
5,-405.1885,-72.0000,Fairway,0,0
6,-405.1885,-72.0000,Fairway,0,0
6,-405.1901,-72.0000,Fairway,0,0
7,-405.1901,-72.0000,Fairway,0,0
7,-405.1918,-72.0000,Fairway,0,0
8,-405.1918,-72.0000,Fairway,0,0
8,-405.1934,-72.0000,Fairway,0,0
9,-405.1934,-72.0000,Fairway,0,0
9,-405.1950,-72.0000,Fairway,0,0
10,-405.1950,-72.0000,Fairway,0,0
10,-405.1966,-72.0000,Fairway,0,0
11,-405.1966,-72.0000,Fairway,0,0
11,-405.1982,-72.0000,Fairway,0,0
12,-405.1982,-72.0000,Fairway,0,0
12,-405.1999,-72.0000,Fairway,0,0
13,-405.1999,-72.0000,Fairway,0,0
13,-405.2015,-72.0000,Fairway,0,0
14,-405.2015,-72.0000,Fairway,0,0
14,-405.2031,-72.0000,Fairway,0,0
15,-405.2031,-72.0000,Fairway,0,0
15,-405.2047,-72.0000,Fairway,0,0
16,-405.2047,-72.0000,Fairway,0,0
16,-405.2063,-72.0000,Fairway,0,0
17,-405.2063,-72.0000,Fairway,0,0
17,-405.2079,-72.0000,Fairway,0,0
18,-405.2079,-72.0000,Fairway,0,0
18,-405.2096,-72.0000,Fairway,0,0
19,-405.2096,-72.0000,Fairway,0,0
19,-405.2112,-72.0000,Fairway,0,0
20,-405.2112,-72.0000,Fairway,0,0
20,-405.2128,-72.0000,Fairway,0,0
21,-405.2128,-72.0000,Fairway,0,0
21,-405.2144,-72.0000,Fairway,0,0
22,-405.2144,-72.0000,Fairway,0,0
22,-405.2160,-72.0000,Fairway,0,0
23,-405.2160,-72.0000,Fairway,0,0
23,-405.2176,-72.0000,Fairway,0,0
24,-405.2176,-72.0000,Fairway,0,0
24,-405.2192,-72.0000,Fairway,0,0
25,-405.2192,-72.0000,Fairway,0,0
25,-405.2208,-72.0000,Fairway,0,0
26,-405.2208,-72.0000,Fairway,0,0
26,-405.2224,-72.0000,Fairway,0,0
27,-405.2224,-72.0000,Fairway,0,0
27,-405.2240,-72.0000,Fairway,0,0
28,-405.2240,-72.0000,Fairway,0,0
28,-405.2256,-72.0000,Fairway,0,0
29,-405.2256,-72.0000,Fairway,0,0
29,-405.2272,-72.0000,Fairway,0,0
30,-405.2272,-72.0000,Fairway,0,0
30,-405.2288,-72.0000,Fairway,0,0
31,-405.2288,-72.0000,Fairway,0,0
31,-405.2304,-72.0000,Fairway,0,0
32,-405.2304,-72.0000,Fairway,0,0
32,-405.2320,-72.0000,Fairway,0,0
33,-405.2320,-72.0000,Fairway,0,0
33,-405.2336,-72.0000,Fairway,0,0
34,-405.2336,-72.0000,Fairway,0,0
34,-405.2352,-72.0000,Fairway,0,0
35,-405.2352,-72.0000,Fairway,0,0
35,-405.2368,-72.0000,Fairway,0,0
36,-405.2368,-72.0000,Fairway,0,0
36,-405.2384,-72.0000,Fairway,0,0
37,-405.2384,-72.0000,Fairway,0,0
37,-405.2400,-72.0000,Fairway,0,0
38,-405.2400,-72.0000,Fairway,0,0
38,-405.2416,-72.0000,Fairway,0,0
39,-405.2416,-72.0000,Fairway,0,0
39,-405.2432,-72.0000,Fairway,0,0
40,-405.2432,-72.0000,Fairway,0,0
40,-405.2448,-72.0000,Fairway,0,0
41,-405.2448,-72.0000,Fairway,0,0
41,-405.2463,-72.0000,Fairway,0,0
42,-405.2463,-72.0000,Fairway,0,0
42,-405.2479,-72.0000,Fairway,0,0
43,-405.2479,-72.0000,Fairway,0,0
43,-405.2495,-72.0000,Fairway,0,0
44,-405.2495,-72.0000,Fairway,0,0
44,-405.2511,-72.0000,Fairway,0,0
45,-405.2511,-72.0000,Fairway,0,0
45,-405.2527,-72.0000,Fairway,0,0
46,-405.2527,-72.0000,Fairway,0,0
46,-405.2543,-72.0000,Fairway,0,0
47,-405.2543,-72.0000,Fairway,0,0
47,-405.2558,-72.0000,Fairway,0,0
48,-405.2558,-72.0000,Fairway,0,0
48,-405.2574,-72.0000,Fairway,0,0
49,-405.2574,-72.0000,Fairway,0,0
49,-405.2590,-72.0000,Fairway,0,0
50,-405.2590,-72.0000,Fairway,0,0
50,-405.2606,-72.0000,Fairway,0,0
51,-405.2606,-72.0000,Fairway,0,0
51,-405.2621,-72.0000,Fairway,0,0
52,-405.2621,-72.0000,Fairway,0,0
52,-405.2637,-72.0000,Fairway,0,0
53,-405.2637,-72.0000,Fairway,0,0
53,-405.2653,-72.0000,Fairway,0,0
54,-405.2653,-72.0000,Fairway,0,0
54,-405.2668,-72.0000,Fairway,0,0
55,-405.2668,-72.0000,Fairway,0,0
55,-405.2684,-72.0000,Fairway,0,0
56,-405.2684,-72.0000,Fairway,0,0
56,-405.2700,-72.0000,Fairway,0,0
57,-405.2700,-72.0000,Fairway,0,0
57,-405.2715,-72.0000,Fairway,0,0
58,-405.2715,-72.0000,Fairway,0,0
58,-405.2731,-72.0000,Fairway,0,0
59,-405.2731,-72.0000,Fairway,0,0
59,-405.2747,-72.0000,Fairway,0,0
60,-405.2747,-72.0000,Fairway,0,0
60,-405.2762,-72.0000,Fairway,0,0
61,-405.2762,-72.0000,Fairway,0,0
61,-405.2778,-72.0000,Fairway,0,0
62,-405.2778,-72.0000,Fairway,0,0
62,-405.2794,-72.0000,Fairway,0,0
63,-405.2794,-72.0000,Fairway,0,0
63,-405.2809,-72.0000,Fairway,0,0
64,-405.2809,-72.0000,Fairway,0,0
64,-405.2825,-72.0000,Fairway,0,0
65,-405.2825,-72.0000,Fairway,0,0
65,-405.2841,-72.0000,Fairway,0,0
66,-405.2841,-72.0000,Fairway,0,0
66,-405.2856,-72.0000,Fairway,0,0
67,-405.2856,-72.0000,Fairway,0,0
67,-405.2872,-72.0000,Fairway,0,0
68,-405.2872,-72.0000,Fairway,0,0
68,-405.2887,-72.0000,Fairway,0,0
69,-405.2887,-72.0000,Fairway,0,0
69,-405.2903,-72.0000,Fairway,0,0
70,-405.2903,-72.0000,Fairway,0,0
70,-405.2918,-72.0000,Fairway,0,0
71,-405.2918,-72.0000,Fairway,0,0
71,-405.2934,-72.0000,Fairway,0,0
72,-405.2934,-72.0000,Fairway,0,0
72,-405.2949,-72.0000,Fairway,0,0
73,-405.2949,-72.0000,Fairway,0,0
73,-405.2965,-72.0000,Fairway,0,0
74,-405.2965,-72.0000,Fairway,0,0
74,-405.2980,-72.0000,Fairway,0,0
75,-405.2980,-72.0000,Fairway,0,0
75,-405.2996,-72.0000,Fairway,0,0
76,-405.2996,-72.0000,Fairway,0,0
76,-405.3011,-72.0000,Fairway,0,0
77,-405.3011,-72.0000,Fairway,0,0
77,-405.3027,-72.0000,Fairway,0,0
78,-405.3027,-72.0000,Fairway,0,0
78,-405.3042,-72.0000,Fairway,0,0
79,-405.3042,-72.0000,Fairway,0,0
79,-405.3057,-72.0000,Fairway,0,0
80,-405.3057,-72.0000,Fairway,0,0
80,-405.3073,-72.0000,Fairway,0,0
81,-405.3073,-72.0000,Fairway,0,0
81,-405.3088,-72.0000,Fairway,0,0
82,-405.3088,-72.0000,Fairway,0,0
