frame,phase,surface,ballX,ballY,ballZ,groundY2arg,groundY3arg
1,roll,Fairway,-192.1330,7.3853,-82.8319,7.3639,7.3639
2,roll,Fairway,-192.1324,7.3852,-82.8322,7.3638,7.3638
3,roll,Fairway,-192.1317,7.3851,-82.8325,7.3637,7.3637
4,roll,Fairway,-192.1311,7.3850,-82.8328,7.3637,7.3637
5,roll,Fairway,-192.1305,7.3849,-82.8330,7.3636,7.3636
6,roll,Fairway,-192.1299,7.3848,-82.8333,7.3635,7.3635
7,roll,Fairway,-192.1293,7.3848,-82.8336,7.3634,7.3634
8,roll,Fairway,-192.1286,7.3847,-82.8339,7.3633,7.3633
9,roll,Fairway,-192.1280,7.3846,-82.8341,7.3632,7.3632
10,roll,Fairway,-192.1274,7.3845,-82.8344,7.3631,7.3631
11,roll,Fairway,-192.1268,7.3844,-82.8347,7.3631,7.3631
12,roll,Fairway,-192.1262,7.3843,-82.8350,7.3630,7.3630
13,roll,Fairway,-192.1256,7.3842,-82.8352,7.3629,7.3629
14,roll,Fairway,-192.1250,7.3842,-82.8355,7.3628,7.3628
15,roll,Fairway,-192.1244,7.3841,-82.8358,7.3627,7.3627
16,roll,Fairway,-192.1238,7.3840,-82.8360,7.3626,7.3626
17,roll,Fairway,-192.1232,7.3839,-82.8363,7.3625,7.3625
18,roll,Fairway,-192.1225,7.3838,-82.8366,7.3625,7.3625
19,roll,Fairway,-192.1219,7.3837,-82.8369,7.3624,7.3624
20,roll,Fairway,-192.1213,7.3836,-82.8371,7.3623,7.3623
21,roll,Fairway,-192.1207,7.3836,-82.8374,7.3622,7.3622
22,roll,Fairway,-192.1201,7.3835,-82.8377,7.3621,7.3621
23,roll,Fairway,-192.1195,7.3834,-82.8379,7.3620,7.3620
24,roll,Fairway,-192.1189,7.3833,-82.8382,7.3620,7.3620
25,roll,Fairway,-192.1183,7.3832,-82.8385,7.3619,7.3619
26,roll,Fairway,-192.1177,7.3831,-82.8387,7.3618,7.3618
27,roll,Fairway,-192.1171,7.3831,-82.8390,7.3617,7.3617
28,roll,Fairway,-192.1164,7.3830,-82.8392,7.3616,7.3616
29,roll,Fairway,-192.1158,7.3829,-82.8395,7.3615,7.3615
