frame,phase,surface,ballX,ballY,ballZ,groundY2arg,groundY3arg
1,roll,Fairway,-86.3977,6.1756,-35.0000,6.1542,6.1542
2,roll,Fairway,-86.3970,6.1756,-35.0000,6.1542,6.1542
3,roll,Fairway,-86.3963,6.1756,-35.0000,6.1542,6.1542
4,roll,Fairway,-86.3956,6.1755,-35.0000,6.1542,6.1542
5,roll,Fairway,-86.3949,6.1755,-35.0000,6.1542,6.1542
6,roll,Fairway,-86.3943,6.1755,-35.0000,6.1542,6.1542
7,roll,Fairway,-86.3936,6.1755,-35.0000,6.1542,6.1542
8,roll,Fairway,-86.3929,6.1755,-35.0000,6.1541,6.1541
9,roll,Fairway,-86.3922,6.1755,-35.0000,6.1541,6.1541
10,roll,Fairway,-86.3915,6.1755,-35.0000,6.1541,6.1541
11,roll,Fairway,-86.3908,6.1755,-35.0000,6.1541,6.1541
12,roll,Fairway,-86.3901,6.1754,-35.0000,6.1541,6.1541
13,roll,Fairway,-86.3895,6.1754,-35.0000,6.1541,6.1541
14,roll,Fairway,-86.3888,6.1754,-35.0000,6.1541,6.1541
15,roll,Fairway,-86.3881,6.1754,-35.0000,6.1541,6.1541
16,roll,Fairway,-86.3874,6.1754,-35.0000,6.1541,6.1541
17,roll,Fairway,-86.3868,6.1754,-35.0000,6.1540,6.1540
18,roll,Fairway,-86.3861,6.1754,-35.0000,6.1540,6.1540
19,roll,Fairway,-86.3854,6.1754,-35.0000,6.1540,6.1540
20,roll,Fairway,-86.3848,6.1754,-35.0000,6.1540,6.1540
21,roll,Fairway,-86.3841,6.1753,-35.0000,6.1540,6.1540
22,roll,Fairway,-86.3834,6.1753,-35.0000,6.1540,6.1540
23,roll,Fairway,-86.3827,6.1753,-35.0000,6.1540,6.1540
24,roll,Fairway,-86.3821,6.1753,-35.0000,6.1540,6.1540
25,roll,Fairway,-86.3814,6.1753,-35.0000,6.1540,6.1540
26,roll,Fairway,-86.3807,6.1753,-35.0000,6.1539,6.1539
27,roll,Fairway,-86.3801,6.1753,-35.0000,6.1539,6.1539
28,roll,Fairway,-86.3794,6.1753,-35.0000,6.1539,6.1539
29,roll,Fairway,-86.3787,6.1753,-35.0000,6.1539,6.1539
30,roll,Fairway,-86.3780,6.1752,-35.0000,6.1539,6.1539
31,roll,Fairway,-86.3774,6.1752,-35.0000,6.1539,6.1539
32,roll,Fairway,-86.3767,6.1752,-35.0000,6.1539,6.1539
33,roll,Fairway,-86.3760,6.1752,-35.0000,6.1539,6.1539
34,roll,Fairway,-86.3754,6.1752,-35.0000,6.1539,6.1539
35,roll,Fairway,-86.3747,6.1752,-35.0000,6.1538,6.1538
36,roll,Fairway,-86.3740,6.1752,-35.0000,6.1538,6.1538
37,roll,Fairway,-86.3733,6.1752,-35.0000,6.1538,6.1538
38,roll,Fairway,-86.3727,6.1752,-35.0000,6.1538,6.1538
39,roll,Fairway,-86.3720,6.1751,-35.0000,6.1538,6.1538
40,roll,Fairway,-86.3713,6.1751,-35.0000,6.1538,6.1538
41,roll,Fairway,-86.3707,6.1751,-35.0000,6.1538,6.1538
42,roll,Fairway,-86.3700,6.1751,-35.0000,6.1538,6.1538
43,roll,Fairway,-86.3693,6.1751,-35.0000,6.1537,6.1537
44,roll,Fairway,-86.3687,6.1751,-35.0000,6.1537,6.1537
45,roll,Fairway,-86.3680,6.1751,-35.0000,6.1537,6.1537
46,roll,Fairway,-86.3674,6.1751,-35.0000,6.1537,6.1537
47,roll,Fairway,-86.3667,6.1750,-35.0000,6.1537,6.1537
48,roll,Fairway,-86.3661,6.1750,-35.0000,6.1537,6.1537
49,roll,Fairway,-86.3654,6.1750,-35.0000,6.1537,6.1537
50,roll,Fairway,-86.3648,6.1750,-35.0000,6.1537,6.1537
51,roll,Fairway,-86.3641,6.1750,-35.0000,6.1537,6.1537
52,roll,Fairway,-86.3634,6.1750,-35.0000,6.1537,6.1537
53,roll,Fairway,-86.3628,6.1750,-35.0000,6.1536,6.1536
54,roll,Fairway,-86.3621,6.1750,-35.0000,6.1536,6.1536
55,roll,Fairway,-86.3615,6.1750,-35.0000,6.1536,6.1536
56,roll,Fairway,-86.3608,6.1750,-35.0000,6.1536,6.1536
57,roll,Fairway,-86.3602,6.1749,-35.0000,6.1536,6.1536
58,roll,Fairway,-86.3595,6.1749,-35.0000,6.1536,6.1536
59,roll,Fairway,-86.3588,6.1749,-35.0000,6.1536,6.1536
60,roll,Fairway,-86.3582,6.1749,-35.0000,6.1536,6.1536
61,roll,Fairway,-86.3575,6.1749,-35.0000,6.1535,6.1535
62,roll,Fairway,-86.3569,6.1749,-35.0000,6.1535,6.1535
63,roll,Fairway,-86.3562,6.1749,-35.0000,6.1535,6.1535
64,roll,Fairway,-86.3556,6.1749,-35.0000,6.1535,6.1535
65,roll,Fairway,-86.3549,6.1749,-35.0000,6.1535,6.1535
66,roll,Fairway,-86.3543,6.1749,-35.0000,6.1535,6.1535
67,roll,Fairway,-86.3536,6.1748,-35.0000,6.1535,6.1535
68,roll,Fairway,-86.3529,6.1748,-35.0000,6.1535,6.1535
69,roll,Fairway,-86.3523,6.1748,-35.0000,6.1535,6.1535
70,roll,Fairway,-86.3516,6.1748,-35.0000,6.1535,6.1535
71,roll,Fairway,-86.3510,6.1748,-35.0000,6.1534,6.1534
72,roll,Fairway,-86.3503,6.1748,-35.0000,6.1534,6.1534
73,roll,Fairway,-86.3497,6.1748,-35.0000,6.1534,6.1534
74,roll,Fairway,-86.3490,6.1748,-35.0000,6.1534,6.1534
75,roll,Fairway,-86.3484,6.1747,-35.0000,6.1534,6.1534
76,roll,Fairway,-86.3478,6.1747,-35.0000,6.1534,6.1534
77,roll,Fairway,-86.3471,6.1747,-35.0000,6.1534,6.1534
78,roll,Fairway,-86.3465,6.1747,-35.0000,6.1534,6.1534
79,roll,Fairway,-86.3458,6.1747,-35.0000,6.1534,6.1534
80,roll,Fairway,-86.3452,6.1747,-35.0000,6.1534,6.1534
81,roll,Fairway,-86.3446,6.1747,-35.0000,6.1533,6.1533
82,roll,Fairway,-86.3439,6.1747,-35.0000,6.1533,6.1533
83,roll,Fairway,-86.3433,6.1747,-35.0000,6.1533,6.1533
84,roll,Fairway,-86.3426,6.1747,-35.0000,6.1533,6.1533
85,roll,Fairway,-86.3420,6.1746,-35.0000,6.1533,6.1533
86,roll,Fairway,-86.3414,6.1746,-35.0000,6.1533,6.1533
87,roll,Fairway,-86.3407,6.1746,-35.0000,6.1533,6.1533
88,roll,Fairway,-86.3401,6.1746,-35.0000,6.1533,6.1533
89,roll,Fairway,-86.3394,6.1746,-35.0000,6.1533,6.1533
90,roll,Fairway,-86.3388,6.1746,-35.0000,6.1532,6.1532
91,roll,Fairway,-86.3382,6.1746,-35.0000,6.1532,6.1532
92,roll,Fairway,-86.3375,6.1746,-35.0000,6.1532,6.1532
93,roll,Fairway,-86.3369,6.1746,-35.0000,6.1532,6.1532
94,roll,Fairway,-86.3362,6.1745,-35.0000,6.1532,6.1532
95,roll,Fairway,-86.3356,6.1745,-35.0000,6.1532,6.1532
96,roll,Fairway,-86.3350,6.1745,-35.0000,6.1532,6.1532
97,roll,Fairway,-86.3343,6.1745,-35.0000,6.1532,6.1532
98,roll,Fairway,-86.3337,6.1745,-35.0000,6.1532,6.1532
99,roll,Fairway,-86.3330,6.1745,-35.0000,6.1532,6.1532
100,roll,Fairway,-86.3324,6.1745,-35.0000,6.1531,6.1531
101,roll,Fairway,-86.3317,6.1745,-35.0000,6.1531,6.1531
102,roll,Fairway,-86.3311,6.1745,-35.0000,6.1531,6.1531
103,roll,Fairway,-86.3305,6.1745,-35.0000,6.1531,6.1531
104,roll,Fairway,-86.3299,6.1744,-35.0000,6.1531,6.1531
105,roll,Fairway,-86.3292,6.1744,-35.0000,6.1531,6.1531
106,roll,Fairway,-86.3286,6.1744,-35.0000,6.1531,6.1531
107,roll,Fairway,-86.3280,6.1744,-35.0000,6.1531,6.1531
108,roll,Fairway,-86.3274,6.1744,-35.0000,6.1530,6.1530
109,roll,Fairway,-86.3267,6.1744,-35.0000,6.1530,6.1530
110,roll,Fairway,-86.3261,6.1744,-35.0000,6.1530,6.1530
111,roll,Fairway,-86.3255,6.1744,-35.0000,6.1530,6.1530
112,roll,Fairway,-86.3249,6.1744,-35.0000,6.1530,6.1530
113,roll,Fairway,-86.3242,6.1743,-35.0000,6.1530,6.1530
114,roll,Fairway,-86.3236,6.1743,-35.0000,6.1530,6.1530
115,roll,Fairway,-86.3230,6.1743,-35.0000,6.1530,6.1530
116,roll,Fairway,-86.3224,6.1743,-35.0000,6.1530,6.1530
117,roll,Fairway,-86.3217,6.1743,-35.0000,6.1530,6.1530
118,roll,Fairway,-86.3211,6.1743,-35.0000,6.1529,6.1529
119,roll,Fairway,-86.3205,6.1743,-35.0000,6.1529,6.1529
120,roll,Fairway,-86.3199,6.1743,-35.0000,6.1529,6.1529
121,roll,Fairway,-86.3192,6.1743,-35.0000,6.1529,6.1529
122,roll,Fairway,-86.3186,6.1743,-35.0000,6.1529,6.1529
123,roll,Fairway,-86.3180,6.1742,-35.0000,6.1529,6.1529
124,roll,Fairway,-86.3174,6.1742,-35.0000,6.1529,6.1529
125,roll,Fairway,-86.3167,6.1742,-35.0000,6.1529,6.1529
126,roll,Fairway,-86.3161,6.1742,-35.0000,6.1529,6.1529
127,roll,Fairway,-86.3155,6.1742,-35.0000,6.1528,6.1528
128,roll,Fairway,-86.3149,6.1742,-35.0000,6.1528,6.1528
129,roll,Fairway,-86.3142,6.1742,-35.0000,6.1528,6.1528
130,roll,Fairway,-86.3136,6.1742,-35.0000,6.1528,6.1528
131,roll,Fairway,-86.3130,6.1742,-35.0000,6.1528,6.1528
