# Tracked standalone tree placement — see StandaloneTreeCatalog.cs
prefab,worldX,worldY,worldZ,yawDeg,scale
Spruce 1,-142.9469,0.1717,-223.6134,260.7870,0.9288
Spruce 3,-134.6225,-0.2212,-225.7081,92.6357,0.9204
Spruce 1,-128.6664,-0.2125,-224.8286,186.2824,0.9281
Spruce 1,-125.4881,-0.0205,-221.8652,54.7895,0.9692
Spruce 3,-119.1593,0.1666,-222.5191,15.8930,1.0120
Spruce 3,-109.4331,1.2817,-225.8634,185.9089,1.0578
Spruce 1,-106.5817,1.9769,-226.5009,295.5834,1.0249
Spruce 3,-101.6763,3.7576,-223.5357,138.4465,1.0745
Spruce 1,-94.8053,6.4519,-226.5920,225.5243,1.0845
Spruce 3,-79.0654,12.1448,-225.0124,16.0194,0.8931
Spruce 1,-74.0726,13.4859,-223.6545,254.3696,0.9761
Spruce 1,-67.9292,14.7806,-225.4393,96.2778,0.9595
Spruce 1,-65.2880,15.7885,-222.4409,4.3321,0.9892
Spruce 1,-54.9131,18.2175,-224.1149,3.2230,0.9999
Spruce 1,-48.7270,19.2602,-226.6726,235.4915,0.8691
Spruce 3,27.0129,11.2836,-224.7505,48.4897,0.8946
Spruce 1,31.5940,10.2242,-223.2000,275.8403,1.1461
Spruce 1,40.3323,8.6380,-222.4603,356.3383,1.0156
Spruce 1,46.2050,7.7358,-226.6047,9.7714,1.1287
Spruce 1,49.6185,7.6425,-225.1573,213.2418,0.9148
Spruce 3,56.8333,7.3580,-226.1876,38.1940,0.8864
Spruce 3,62.2279,7.2859,-224.8070,3.2552,1.0977
Spruce 3,66.5525,7.2939,-221.7070,333.4391,0.9214
Spruce 1,77.3717,7.0874,-225.0733,225.1185,1.0403
Spruce 1,79.4539,7.0591,-224.9664,83.1054,0.8589
Spruce 1,104.0686,9.9490,-223.3901,43.8940,1.0637
Spruce 3,111.8891,13.3450,-224.4013,125.3535,0.9835
Spruce 1,120.0828,17.1134,-223.9681,291.7212,1.1343
Spruce 1,121.0699,17.6777,-226.1060,338.5081,0.9046
Spruce 1,130.6206,20.6166,-224.3260,44.9819,0.9700
Spruce 3,137.7641,20.5654,-220.9666,120.1976,0.9018
Spruce 3,-144.0454,1.6985,-215.8160,122.2862,0.9342
Spruce 1,-140.5464,1.3336,-215.9243,239.1901,1.1164
Spruce 1,-136.5626,0.4940,-219.0872,230.4099,1.1001
Spruce 3,-131.2090,0.3587,-218.2269,280.3658,1.1140
Spruce 1,-119.9798,0.8632,-215.0914,348.9092,1.1172
Spruce 1,-118.7629,0.6745,-217.2248,180.3244,1.0403
Spruce 3,-109.4502,1.6989,-220.0838,187.6372,0.9544
Spruce 1,-103.3759,3.4562,-219.5474,209.4263,1.0866
Spruce 1,-100.5087,4.9529,-215.1415,77.1994,0.8667
Spruce 1,-93.8180,7.1534,-219.7209,317.5423,0.9312
Spruce 1,-86.8798,9.9883,-218.5450,238.5238,1.0790
Spruce 3,-77.7040,13.0115,-218.6156,66.0610,0.9434
Spruce 3,-72.0716,14.8068,-217.1917,344.2041,0.9661
Spruce 3,-71.2288,14.9179,-217.9233,330.9639,0.9437
Spruce 1,-60.4115,18.3698,-215.4059,208.8874,0.9395
Spruce 1,-59.5883,18.5889,-215.4052,235.9882,1.0529
Spruce 1,26.4060,11.9547,-219.8174,39.0749,1.0432
Spruce 3,35.9688,9.6596,-219.6686,231.0721,0.9097
Spruce 1,40.2148,9.5217,-215.5863,151.6633,1.0346
Spruce 3,44.8712,8.4483,-219.5779,193.5121,1.0163
Spruce 3,52.3330,8.0746,-218.2818,250.8158,1.1424
Spruce 1,55.6536,7.8328,-218.8818,249.7638,1.0939
Spruce 3,62.2036,7.6276,-217.2144,356.3311,0.9855
Spruce 1,69.3108,7.4672,-215.5934,151.2560,0.9740
Spruce 1,73.2819,7.3226,-217.3737,343.0897,0.8505
Spruce 1,81.0678,7.2005,-218.8962,149.0466,1.0644
Spruce 3,105.3046,10.3978,-219.4995,228.0372,1.1149
Spruce 1,112.1389,12.9733,-215.6931,22.7551,0.9474
Spruce 3,114.9543,14.1592,-215.3217,204.8757,1.1258
Spruce 1,121.2239,17.2021,-218.4869,39.4039,0.9622
Spruce 1,126.3304,19.0640,-216.8328,329.9864,0.9206
Spruce 1,137.2628,20.2657,-215.7953,46.3907,1.0295
Spruce 1,143.0540,19.4478,-219.0193,0.3773,0.8651
Spruce 1,-145.7939,2.2641,-214.1853,188.5763,1.0860
Spruce 3,-139.3806,2.7128,-209.3425,126.8049,1.1169
Spruce 3,-135.2745,2.1810,-209.5976,338.9549,1.1035
Spruce 1,-126.8327,1.4207,-210.7738,336.4404,1.0893
Spruce 3,-120.6127,1.0438,-213.6298,290.2719,1.1399
Spruce 3,-114.8158,3.1633,-212.0868,97.5146,0.9087
Spruce 1,-108.7763,3.9765,-212.5878,330.5129,1.1255
Spruce 1,-107.3408,5.1135,-209.6692,140.2401,1.1050
Spruce 1,-101.0770,6.0036,-208.8960,184.4552,1.1150
Spruce 1,-89.8896,9.2016,-214.5662,114.3532,1.0470
Spruce 3,-88.9222,9.7084,-213.5547,55.1371,0.8847
Spruce 1,-80.9142,12.8572,-212.4562,255.5215,1.1441
Spruce 1,-76.0438,15.2885,-208.7833,191.3851,1.0357
Spruce 3,-71.4367,15.7945,-213.0496,317.4021,1.1280
Spruce 1,-59.9135,19.0941,-212.8589,299.0627,0.9724
Spruce 3,28.9503,12.2572,-212.6306,121.8435,1.1380
Spruce 1,32.0094,11.4487,-213.0644,39.6482,1.0161
Spruce 1,37.1550,11.1435,-209.1917,217.2183,1.0733
Spruce 1,45.1663,10.0664,-209.2886,40.1187,1.0971
Spruce 3,51.1382,8.7573,-213.5254,35.5979,1.1344
Spruce 1,56.0679,8.7734,-210.4219,171.7473,1.0126
Spruce 3,66.2127,7.6694,-213.8326,171.0119,0.9288
Spruce 3,69.4492,7.6145,-212.7893,62.9318,0.9326
Spruce 1,75.2061,7.4084,-214.4843,80.8590,0.9018
Spruce 1,79.5834,7.5893,-210.3862,12.6883,1.1172
Spruce 3,86.9480,7.4797,-214.5198,55.5019,0.8627
Spruce 1,113.7173,13.3456,-209.5441,356.2520,0.8874
Spruce 1,116.0813,14.5652,-214.0084,54.3333,0.8736
Spruce 3,121.7933,17.0704,-213.8210,154.3488,1.0381
Spruce 1,141.7041,19.2480,-212.6119,12.8691,1.0020
Spruce 1,-144.0175,3.9419,-207.0004,325.4749,0.8825
Spruce 3,-138.5801,3.5116,-205.9875,220.0564,0.9194
Spruce 1,-134.2113,2.5554,-207.6901,84.6069,0.8644
Spruce 1,-126.1979,2.7889,-205.1279,318.3551,1.0937
Spruce 1,-124.5453,3.2749,-203.4488,261.1531,0.9746
Spruce 1,-116.7557,4.0268,-207.7754,171.5235,1.1429
Spruce 1,-112.4568,5.3288,-206.2561,63.9393,0.8623
Spruce 1,-103.5120,7.2800,-204.4907,81.0739,0.9596
Spruce 3,-97.5569,7.6522,-206.0578,16.4304,0.8613
Spruce 1,-94.1874,8.4078,-208.5525,348.4664,0.9965
Spruce 3,-83.9181,12.7493,-207.1859,303.5886,1.0367
Spruce 1,-83.3188,12.7549,-208.2751,148.8150,0.9649
Spruce 3,-73.5547,16.6055,-206.8450,145.4661,1.0765
Spruce 1,-37.2375,25.4070,-202.9888,170.3979,0.9609
Spruce 1,40.8650,11.1752,-206.4992,154.2546,0.8764
Spruce 3,42.8974,10.5615,-208.1300,327.4871,1.0906
Spruce 3,54.0334,10.4249,-202.8121,87.2081,1.0947
Spruce 1,57.0454,9.3460,-206.1993,272.2404,1.0927
Spruce 3,65.8091,8.6017,-204.7369,18.9917,1.0836
Spruce 3,71.2248,7.9017,-208.0358,176.3685,1.0124
Spruce 1,72.5211,8.0226,-206.1619,89.0606,1.0609
Spruce 3,79.1260,7.8867,-206.2525,35.2758,0.9431
Spruce 3,84.3644,8.1711,-204.4630,358.6677,1.0667
Spruce 3,93.5680,8.9339,-204.4903,63.3527,1.1278
Spruce 1,103.6053,10.5465,-203.7419,150.7554,0.8776
Spruce 3,112.8102,12.9724,-208.5392,112.1142,1.1442
Spruce 3,116.4783,14.3620,-206.8782,316.5609,1.0073
Spruce 1,-142.2966,6.1673,-198.0565,111.6312,0.8833
Spruce 1,-132.5049,4.4925,-200.5582,76.9626,1.0532
Spruce 1,-130.0462,4.9282,-198.7314,239.2393,1.0657
Spruce 1,-121.9940,5.1019,-198.5346,126.5259,1.0598
Spruce 1,-117.1534,6.5707,-197.6523,269.9710,1.0496
Spruce 1,-112.2566,7.7190,-197.8212,213.4874,1.0547
Spruce 3,-104.6601,7.8811,-202.2148,66.5504,0.8979
Spruce 1,-95.8833,9.9091,-199.5878,160.4054,1.0511
Spruce 1,-89.7136,11.8420,-201.0894,217.3323,0.9431
Spruce 1,-87.9584,12.7357,-200.2722,55.6778,0.9630
Spruce 1,-83.3158,14.8342,-199.1893,182.8918,1.1057
Spruce 3,-75.3943,17.4627,-200.8889,25.0247,0.9583
Spruce 3,-55.4571,23.2405,-201.6314,192.2518,1.1488
Spruce 1,-49.5293,24.3239,-202.2063,91.3442,0.9841
Spruce 3,-45.5777,25.0505,-201.8640,22.1843,0.8985
Spruce 1,-38.9420,26.8173,-197.7843,189.9814,1.0774
Spruce 1,-32.5261,27.0202,-197.2709,234.5346,1.1432
Spruce 3,47.7076,11.6389,-201.2986,297.0321,0.9918
Spruce 1,51.6313,11.9668,-197.9863,123.9867,1.1089
Spruce 1,58.7007,9.8048,-202.5349,304.5968,0.8709
Spruce 1,65.4153,9.5411,-199.2303,201.0023,1.0128
Spruce 1,70.1662,8.5435,-202.6924,27.4625,1.0252
Spruce 3,75.0821,8.8407,-198.7259,172.3893,0.9252
Spruce 1,80.0467,8.2795,-202.3282,84.4836,1.1209
Spruce 1,86.4541,9.1211,-197.9946,200.2364,0.8797
Spruce 1,95.1561,9.5657,-201.1070,42.5545,0.8718
Spruce 3,100.1748,10.5489,-198.8039,338.3628,0.9401
Spruce 1,107.7713,11.5944,-201.9302,49.2431,1.0271
Spruce 1,113.6499,13.4886,-197.7618,130.1041,0.9689
Spruce 3,-142.9508,7.8498,-190.8318,152.0662,0.9612
Spruce 1,-135.6727,6.7710,-193.9545,317.5736,1.0918
Spruce 1,-128.9014,6.1636,-194.8860,317.7366,0.8963
Spruce 1,-120.1770,7.2061,-192.1520,276.5033,1.0083
Spruce 3,-114.3121,8.5585,-192.3253,137.1460,1.0846
Spruce 1,-112.4807,7.9737,-196.6337,55.6021,0.8862
Spruce 3,-101.9794,11.5405,-191.8705,4.2385,1.0359
Spruce 3,-100.4920,11.8340,-191.7028,177.6548,0.9908
Spruce 1,-86.3676,14.2013,-196.7357,294.1266,1.0247
Spruce 1,-74.0722,19.5173,-192.3286,105.0941,1.1378
Spruce 3,-63.8119,23.0855,-190.9489,114.6599,0.9158
Spruce 3,-59.6349,23.8274,-194.8910,235.1500,1.1286
Spruce 1,-51.1155,26.7386,-191.0662,28.5479,1.0544
Spruce 1,-47.6995,27.3786,-191.5073,335.5400,0.9128
Spruce 1,-40.6076,28.0797,-192.7342,139.0285,1.0896
Spruce 1,-34.9766,28.3837,-192.7029,166.0840,0.9753
Spruce 1,-24.5771,27.5151,-193.2221,319.1941,1.0373
Spruce 3,49.4876,13.2147,-194.7320,168.2568,0.9202
Spruce 3,59.0962,12.3375,-191.6933,286.0618,1.0055
Spruce 3,61.5297,10.9248,-195.4097,238.2278,1.1078
Spruce 1,67.9558,10.0898,-195.0807,233.0276,0.9441
Spruce 1,75.3988,9.5592,-194.5632,245.0636,1.1472
Spruce 1,83.3583,10.1789,-191.1785,150.8449,1.0790
Spruce 1,85.7476,9.3948,-195.9766,351.7410,0.9751
Spruce 3,91.5684,10.7519,-191.5762,38.9481,1.0319
Spruce 1,98.1520,10.7272,-195.8627,115.3374,0.9414
Spruce 1,105.3806,12.5038,-190.7826,67.0345,0.9762
Spruce 1,113.8628,13.6508,-196.4515,113.9542,1.0131
Spruce 3,119.3007,15.8914,-192.1834,224.7608,1.0160
Spruce 1,-144.4072,8.3319,-188.0479,356.1707,1.0325
Spruce 1,-142.4661,8.2236,-188.7182,97.4058,0.8880
Spruce 3,-133.6780,7.8386,-189.7462,30.5351,1.1088
Spruce 1,-128.2375,8.2738,-187.7987,15.2473,1.0592
