# Tracked standalone tree placement — see StandaloneTreeCatalog.cs
prefab,worldX,worldY,worldZ,yawDeg,scale
Spruce 1,-111.1914,2.1442,-172.5546,60.6363,1.0068
Spruce 1,-107.6244,3.8212,-169.0535,274.0502,0.9021
Spruce 1,-101.7925,5.1890,-171.8561,137.1491,0.9461
Spruce 1,-95.6385,7.3520,-170.2953,207.7909,1.0942
Spruce 1,-88.8152,8.9201,-172.4868,293.8255,1.0615
Spruce 1,-51.7010,7.3638,-168.4736,289.8664,1.0107
Spruce 1,-44.7099,4.6605,-171.0925,18.3632,0.8579
Spruce 1,-38.5101,2.8183,-169.6413,278.0742,0.9250
Spruce 1,-35.4624,2.0422,-169.5111,217.6413,0.8633
Spruce 1,-28.1045,0.0049,-173.0952,226.2469,1.0620
Spruce 1,-23.8893,-0.2769,-173.3205,24.7179,0.9302
Spruce 1,-14.8910,0.0852,-172.9743,287.2113,0.8536
Spruce 1,-10.5649,0.9486,-170.3190,298.3817,0.8527
Spruce 1,-7.1226,0.1220,-173.3815,12.4341,1.0462
Spruce 1,4.2811,1.4859,-167.8262,221.9782,0.9626
Spruce 1,5.0667,1.2604,-171.1634,285.2231,0.9811
Spruce 1,13.9942,3.8668,-170.9958,211.2260,1.1222
Spruce 3,21.2106,7.6103,-173.2835,119.8203,1.1373
Spruce 1,27.0642,10.0142,-172.4258,119.9696,0.9856
Spruce 1,33.4567,12.9256,-172.5087,212.9985,0.9147
Spruce 3,37.8770,14.1189,-167.4779,257.3818,1.0516
Spruce 3,42.5369,16.3929,-170.0876,8.7181,1.0453
Spruce 1,-109.6427,5.3214,-162.3283,228.4113,1.0136
Spruce 1,-105.4480,5.1358,-166.2461,10.6501,0.9049
Spruce 3,-101.8149,7.3778,-161.7992,48.6792,1.0845
Spruce 1,-91.8996,9.0033,-166.2798,200.2359,1.0180
Spruce 1,-54.4301,8.3590,-166.7560,338.5081,0.9046
Spruce 1,-44.8794,5.8522,-164.9760,44.9819,0.9700
Spruce 3,-37.7359,5.5346,-161.6166,120.1976,0.9018
Spruce 3,-33.9468,3.9245,-163.7044,269.0337,1.0967
Spruce 1,-29.5169,2.7320,-165.3619,88.9598,1.0913
Spruce 1,-19.8720,4.1646,-163.4135,82.2639,0.9331
Spruce 1,-14.1983,4.2645,-163.5598,289.8502,0.9762
Spruce 3,-7.9194,4.4978,-162.7272,167.9789,1.1329
Spruce 1,-1.8554,4.2881,-161.5848,76.0464,1.0263
Spruce 3,2.6057,2.3453,-164.3946,290.1608,0.8833
Spruce 3,6.8872,2.0149,-164.2727,190.7380,0.9101
Spruce 1,15.5318,2.9642,-163.9096,18.8278,1.1304
Spruce 1,17.1341,3.9597,-166.1133,104.8797,0.9015
Spruce 1,24.4240,6.2293,-162.1076,163.3641,0.9602
Spruce 3,40.7960,15.2597,-165.2656,66.0610,0.9434
Spruce 3,46.4284,17.5756,-163.8417,344.2041,0.9661
Spruce 3,47.2712,17.8651,-164.5733,330.9639,0.9437
Spruce 1,-113.0103,5.9981,-159.3367,231.7232,1.0315
Spruce 3,-105.5670,7.2808,-159.4685,48.9287,0.8799
Spruce 3,-98.1447,8.8604,-159.6548,0.2346,0.9554
Spruce 1,-93.7239,9.9055,-159.2940,231.8203,0.9049
Spruce 1,-54.0279,10.0622,-156.6568,241.9822,1.0113
Spruce 3,-46.7318,8.9605,-157.4719,81.2146,1.0590
Spruce 3,-41.3318,7.9606,-158.1575,114.2163,1.0581
Spruce 1,-33.6644,8.2567,-156.8906,180.6504,1.1469
Spruce 1,-26.0434,5.3308,-161.1519,58.9125,0.9760
Spruce 1,-21.8237,7.2311,-158.9622,166.0650,1.1359
Spruce 3,-17.3462,7.7784,-158.4946,34.3909,0.9742
Spruce 1,-12.0696,8.9911,-156.6184,338.2657,1.1222
Spruce 3,-4.1954,5.5539,-160.1495,228.0372,1.1149
Spruce 1,2.6389,5.5914,-156.3431,22.7551,0.9474
Spruce 3,5.4543,4.5367,-155.9717,204.8757,1.1258
Spruce 3,23.4567,5.6108,-161.3696,84.7508,0.8565
Spruce 3,34.2998,11.3727,-156.4372,215.3729,0.9697
Spruce 1,35.5732,12.0981,-156.6460,18.0654,1.0133
Spruce 3,47.3647,17.9928,-158.2177,259.1638,1.0071
Spruce 1,-112.5368,10.4123,-149.9592,295.4198,0.9313
Spruce 3,-107.0378,9.9254,-151.9480,21.5528,1.1254
Spruce 1,-50.7203,10.4131,-154.7062,137.6295,0.9893
Spruce 3,-45.8156,13.0109,-149.5175,358.0018,0.9328
Spruce 1,-40.3112,12.0698,-151.6863,102.0223,0.8632
Spruce 3,-31.9397,13.8434,-149.8390,113.4664,1.1393
Spruce 3,-29.7650,11.4974,-152.9510,19.7303,1.1117
Spruce 3,-20.2282,12.1638,-152.6763,320.3358,1.0850
Spruce 1,-17.6995,13.9094,-150.1315,220.9511,1.0364
Spruce 1,-10.4418,12.6855,-150.8083,101.7804,1.0533
Spruce 1,-4.9974,9.2246,-154.5583,177.9075,0.8828
Spruce 1,1.8777,7.3571,-153.2906,55.4117,1.0555
Spruce 1,8.5633,4.6350,-150.7497,345.6176,1.0943
Spruce 1,12.8307,2.4637,-153.6906,199.3215,0.9728
Spruce 3,28.3583,7.9183,-153.0827,171.9751,1.0310
Spruce 3,34.2614,11.4973,-152.8192,170.2940,0.8834
Spruce 3,36.0246,12.6057,-151.3098,106.0738,0.8797
Spruce 1,45.1281,17.2412,-153.1317,354.7605,0.9931
Spruce 1,47.7175,18.3617,-151.6231,188.9488,0.9925
Spruce 1,-44.8592,15.9065,-144.0901,175.4059,0.9569
Spruce 3,-40.1604,13.7749,-149.1855,211.3212,0.9375
Spruce 3,-36.5494,17.5180,-143.9754,288.0651,0.9881
Spruce 1,-29.8110,16.9677,-145.7324,17.0276,0.9030
Spruce 3,-24.9126,15.5392,-147.9899,34.4397,1.0311
