frame,phase,surface,ballX,ballY,ballZ,groundY2arg,groundY3arg
1,roll,Fairway,-123.4178,6.7406,-45.0000,6.7193,6.7193
2,roll,Fairway,-123.4170,6.7406,-45.0000,6.7193,6.7193
3,roll,Fairway,-123.4163,6.7406,-45.0000,6.7192,6.7192
4,roll,Fairway,-123.4156,6.7405,-45.0000,6.7192,6.7192
5,roll,Fairway,-123.4148,6.7405,-45.0000,6.7191,6.7191
6,roll,Fairway,-123.4141,6.7405,-45.0000,6.7191,6.7191
7,roll,Fairway,-123.4134,6.7404,-45.0000,6.7191,6.7191
8,roll,Fairway,-123.4126,6.7404,-45.0000,6.7191,6.7191
9,roll,Fairway,-123.4119,6.7404,-45.0000,6.7190,6.7190
10,roll,Fairway,-123.4112,6.7403,-45.0000,6.7190,6.7190
11,roll,Fairway,-123.4104,6.7403,-45.0000,6.7189,6.7189
12,roll,Fairway,-123.4097,6.7403,-45.0000,6.7189,6.7189
13,roll,Fairway,-123.4090,6.7402,-45.0000,6.7189,6.7189
14,roll,Fairway,-123.4082,6.7402,-45.0000,6.7189,6.7189
15,roll,Fairway,-123.4075,6.7402,-45.0000,6.7188,6.7188
16,roll,Fairway,-123.4068,6.7401,-45.0000,6.7188,6.7188
17,roll,Fairway,-123.4061,6.7401,-45.0000,6.7188,6.7188
18,roll,Fairway,-123.4053,6.7401,-45.0000,6.7187,6.7187
19,roll,Fairway,-123.4046,6.7400,-45.0000,6.7187,6.7187
20,roll,Fairway,-123.4039,6.7400,-45.0000,6.7187,6.7187
21,roll,Fairway,-123.4031,6.7400,-45.0000,6.7186,6.7186
22,roll,Fairway,-123.4024,6.7399,-45.0000,6.7186,6.7186
23,roll,Fairway,-123.4017,6.7399,-45.0000,6.7186,6.7186
24,roll,Fairway,-123.4009,6.7399,-45.0000,6.7185,6.7185
25,roll,Fairway,-123.4002,6.7398,-45.0000,6.7185,6.7185
26,roll,Fairway,-123.3995,6.7398,-45.0000,6.7185,6.7185
27,roll,Fairway,-123.3987,6.7398,-45.0000,6.7184,6.7184
28,roll,Fairway,-123.3980,6.7397,-45.0000,6.7184,6.7184
29,roll,Fairway,-123.3973,6.7397,-45.0000,6.7184,6.7184
30,roll,Fairway,-123.3966,6.7397,-45.0000,6.7183,6.7183
31,roll,Fairway,-123.3959,6.7397,-45.0000,6.7183,6.7183
32,roll,Fairway,-123.3951,6.7396,-45.0000,6.7183,6.7183
33,roll,Fairway,-123.3944,6.7396,-45.0000,6.7182,6.7182
34,roll,Fairway,-123.3937,6.7395,-45.0000,6.7182,6.7182
35,roll,Fairway,-123.3930,6.7395,-45.0000,6.7182,6.7182
36,roll,Fairway,-123.3923,6.7395,-45.0000,6.7181,6.7181
37,roll,Fairway,-123.3916,6.7395,-45.0000,6.7181,6.7181
38,roll,Fairway,-123.3908,6.7394,-45.0000,6.7181,6.7181
39,roll,Fairway,-123.3901,6.7394,-45.0000,6.7180,6.7180
40,roll,Fairway,-123.3894,6.7394,-45.0000,6.7180,6.7180
41,roll,Fairway,-123.3887,6.7393,-45.0000,6.7180,6.7180
42,roll,Fairway,-123.3880,6.7393,-45.0000,6.7180,6.7180
43,roll,Fairway,-123.3873,6.7393,-45.0000,6.7179,6.7179
44,roll,Fairway,-123.3865,6.7392,-45.0000,6.7179,6.7179
45,roll,Fairway,-123.3858,6.7392,-45.0000,6.7179,6.7179
46,roll,Fairway,-123.3851,6.7392,-45.0000,6.7178,6.7178
47,roll,Fairway,-123.3844,6.7391,-45.0000,6.7178,6.7178
48,roll,Fairway,-123.3837,6.7391,-45.0000,6.7178,6.7178
49,roll,Fairway,-123.3829,6.7391,-45.0000,6.7177,6.7177
50,roll,Fairway,-123.3822,6.7390,-45.0000,6.7177,6.7177
51,roll,Fairway,-123.3815,6.7390,-45.0000,6.7177,6.7177
52,roll,Fairway,-123.3808,6.7390,-45.0000,6.7176,6.7176
53,roll,Fairway,-123.3801,6.7390,-45.0000,6.7176,6.7176
54,roll,Fairway,-123.3794,6.7389,-45.0000,6.7176,6.7176
55,roll,Fairway,-123.3787,6.7389,-45.0000,6.7175,6.7175
56,roll,Fairway,-123.3780,6.7388,-45.0000,6.7175,6.7175
57,roll,Fairway,-123.3773,6.7388,-45.0000,6.7175,6.7175
58,roll,Fairway,-123.3766,6.7388,-45.0000,6.7174,6.7174
59,roll,Fairway,-123.3759,6.7388,-45.0000,6.7174,6.7174
60,roll,Fairway,-123.3752,6.7387,-45.0000,6.7174,6.7174
61,roll,Fairway,-123.3745,6.7387,-45.0000,6.7173,6.7173
62,roll,Fairway,-123.3737,6.7387,-45.0000,6.7173,6.7173
63,roll,Fairway,-123.3730,6.7386,-45.0000,6.7173,6.7173
64,roll,Fairway,-123.3723,6.7386,-45.0000,6.7173,6.7173
65,roll,Fairway,-123.3716,6.7386,-45.0000,6.7172,6.7172
66,roll,Fairway,-123.3709,6.7385,-45.0000,6.7172,6.7172
67,roll,Fairway,-123.3702,6.7385,-45.0000,6.7172,6.7172
68,roll,Fairway,-123.3695,6.7385,-45.0000,6.7171,6.7171
69,roll,Fairway,-123.3688,6.7384,-45.0000,6.7171,6.7171
70,roll,Fairway,-123.3681,6.7384,-45.0000,6.7171,6.7171
71,roll,Fairway,-123.3674,6.7384,-45.0000,6.7170,6.7170
72,roll,Fairway,-123.3667,6.7384,-45.0000,6.7170,6.7170
73,roll,Fairway,-123.3660,6.7383,-45.0000,6.7170,6.7170
74,roll,Fairway,-123.3653,6.7383,-45.0000,6.7169,6.7169
75,roll,Fairway,-123.3646,6.7383,-45.0000,6.7169,6.7169
76,roll,Fairway,-123.3639,6.7382,-45.0000,6.7169,6.7169
77,roll,Fairway,-123.3632,6.7382,-45.0000,6.7168,6.7168
78,roll,Fairway,-123.3625,6.7382,-45.0000,6.7168,6.7168
79,roll,Fairway,-123.3618,6.7381,-45.0000,6.7168,6.7168
80,roll,Fairway,-123.3611,6.7381,-45.0000,6.7168,6.7168
81,roll,Fairway,-123.3604,6.7381,-45.0000,6.7167,6.7167
82,roll,Fairway,-123.3597,6.7380,-45.0000,6.7167,6.7167
83,roll,Fairway,-123.3591,6.7380,-45.0000,6.7167,6.7167
84,roll,Fairway,-123.3584,6.7380,-45.0000,6.7166,6.7166
85,roll,Fairway,-123.3577,6.7379,-45.0000,6.7166,6.7166
86,roll,Fairway,-123.3570,6.7379,-45.0000,6.7166,6.7166
87,roll,Fairway,-123.3563,6.7379,-45.0000,6.7165,6.7165
88,roll,Fairway,-123.3556,6.7379,-45.0000,6.7165,6.7165
89,roll,Fairway,-123.3549,6.7378,-45.0000,6.7165,6.7165
90,roll,Fairway,-123.3542,6.7378,-45.0000,6.7164,6.7164
91,roll,Fairway,-123.3536,6.7378,-45.0000,6.7164,6.7164
92,roll,Fairway,-123.3529,6.7377,-45.0000,6.7164,6.7164
93,roll,Fairway,-123.3522,6.7377,-45.0000,6.7164,6.7164
94,roll,Fairway,-123.3515,6.7377,-45.0000,6.7163,6.7163
95,roll,Fairway,-123.3508,6.7376,-45.0000,6.7163,6.7163
96,roll,Fairway,-123.3501,6.7376,-45.0000,6.7163,6.7163
97,roll,Fairway,-123.3494,6.7376,-45.0000,6.7162,6.7162
98,roll,Fairway,-123.3488,6.7375,-45.0000,6.7162,6.7162
99,roll,Fairway,-123.3481,6.7375,-45.0000,6.7162,6.7162
100,roll,Fairway,-123.3474,6.7375,-45.0000,6.7161,6.7161
101,roll,Fairway,-123.3467,6.7375,-45.0000,6.7161,6.7161
102,roll,Fairway,-123.3460,6.7374,-45.0000,6.7161,6.7161
103,roll,Fairway,-123.3453,6.7374,-45.0000,6.7160,6.7160
104,roll,Fairway,-123.3446,6.7374,-45.0000,6.7160,6.7160
105,roll,Fairway,-123.3439,6.7373,-45.0000,6.7160,6.7160
106,roll,Fairway,-123.3433,6.7373,-45.0000,6.7160,6.7160
107,roll,Fairway,-123.3426,6.7373,-45.0000,6.7159,6.7159
108,roll,Fairway,-123.3419,6.7372,-45.0000,6.7159,6.7159
109,roll,Fairway,-123.3412,6.7372,-45.0000,6.7159,6.7159
110,roll,Fairway,-123.3406,6.7372,-45.0000,6.7158,6.7158
111,roll,Fairway,-123.3399,6.7372,-45.0000,6.7158,6.7158
112,roll,Fairway,-123.3392,6.7371,-45.0000,6.7158,6.7158
113,roll,Fairway,-123.3385,6.7371,-45.0000,6.7157,6.7157
114,roll,Fairway,-123.3379,6.7371,-45.0000,6.7157,6.7157
115,roll,Fairway,-123.3372,6.7370,-45.0000,6.7157,6.7157
116,roll,Fairway,-123.3365,6.7370,-45.0000,6.7157,6.7157
117,roll,Fairway,-123.3359,6.7370,-45.0000,6.7156,6.7156
118,roll,Fairway,-123.3352,6.7369,-45.0000,6.7156,6.7156
119,roll,Fairway,-123.3345,6.7369,-45.0000,6.7156,6.7156
120,roll,Fairway,-123.3338,6.7369,-45.0000,6.7155,6.7155
121,roll,Fairway,-123.3332,6.7368,-45.0000,6.7155,6.7155
122,roll,Fairway,-123.3325,6.7368,-45.0000,6.7155,6.7155
123,roll,Fairway,-123.3318,6.7368,-45.0000,6.7155,6.7155
124,roll,Fairway,-123.3312,6.7368,-45.0000,6.7154,6.7154
125,roll,Fairway,-123.3305,6.7367,-45.0000,6.7154,6.7154
126,roll,Fairway,-123.3298,6.7367,-45.0000,6.7154,6.7154
127,roll,Fairway,-123.3291,6.7367,-45.0000,6.7153,6.7153
128,roll,Fairway,-123.3285,6.7366,-45.0000,6.7153,6.7153
129,roll,Fairway,-123.3278,6.7366,-45.0000,6.7153,6.7153
130,roll,Fairway,-123.3271,6.7366,-45.0000,6.7152,6.7152
131,roll,Fairway,-123.3265,6.7366,-45.0000,6.7152,6.7152
132,roll,Fairway,-123.3258,6.7365,-45.0000,6.7152,6.7152
133,roll,Fairway,-123.3251,6.7365,-45.0000,6.7151,6.7151
134,roll,Fairway,-123.3244,6.7365,-45.0000,6.7151,6.7151
135,roll,Fairway,-123.3238,6.7364,-45.0000,6.7151,6.7151
136,roll,Fairway,-123.3231,6.7364,-45.0000,6.7151,6.7151
137,roll,Fairway,-123.3225,6.7364,-45.0000,6.7150,6.7150
138,roll,Fairway,-123.3218,6.7363,-45.0000,6.7150,6.7150
139,roll,Fairway,-123.3212,6.7363,-45.0000,6.7150,6.7150
140,roll,Fairway,-123.3205,6.7363,-45.0000,6.7149,6.7149
141,roll,Fairway,-123.3198,6.7363,-45.0000,6.7149,6.7149
142,roll,Fairway,-123.3192,6.7362,-45.0000,6.7149,6.7149
143,roll,Fairway,-123.3185,6.7362,-45.0000,6.7149,6.7149
144,roll,Fairway,-123.3179,6.7362,-45.0000,6.7148,6.7148
145,roll,Fairway,-123.3172,6.7361,-45.0000,6.7148,6.7148
146,roll,Fairway,-123.3166,6.7361,-45.0000,6.7148,6.7148
147,roll,Fairway,-123.3159,6.7361,-45.0000,6.7147,6.7147
