# Tracked standalone tree placement — see StandaloneTreeCatalog.cs
prefab,worldX,worldY,worldZ,yawDeg,scale
Spruce 1,-107.4914,27.8424,-186.5046,60.6363,1.0068
Spruce 1,-103.9244,27.6805,-183.0036,274.0502,0.9021
Spruce 1,-70.6152,25.3979,-183.8868,32.4405,0.8957
Spruce 1,-65.2691,24.4820,-182.4529,256.0157,0.8632
Spruce 3,-62.6134,23.9585,-181.9127,67.0962,1.0049
Spruce 1,-34.6689,17.2857,-182.8598,9.4822,0.8947
Spruce 3,-33.1940,17.0404,-182.6602,89.9859,0.8846
Spruce 3,-22.8654,15.9753,-185.6124,16.0194,0.8931
Spruce 1,-17.8726,17.2933,-184.2545,254.3696,0.9761
Spruce 1,-11.7292,18.2094,-186.0393,96.2778,0.9595
Spruce 1,-9.0880,19.2829,-183.0410,4.3321,0.9892
Spruce 1,1.2869,20.1419,-184.7149,3.2230,0.9999
Spruce 1,7.4730,20.4192,-187.2726,235.4915,0.8691
Spruce 1,43.2537,23.0187,-184.1558,326.6130,0.9392
Spruce 1,48.0204,21.8210,-182.9394,344.7643,1.1145
Spruce 1,52.4970,19.9356,-183.0858,162.7745,0.8809
Spruce 1,58.4995,16.1272,-182.6933,77.6377,0.8904
Spruce 3,66.0500,11.0862,-184.2730,241.9356,1.0799
Spruce 1,72.7897,6.5888,-185.6132,234.2997,1.1469
Spruce 3,74.6453,5.3920,-185.2776,79.1090,0.8581
Spruce 1,82.0927,1.0314,-187.1191,151.9970,1.0277
Spruce 1,87.0624,0.5349,-181.3891,115.6712,0.8818
Spruce 3,94.4430,0.9333,-182.8431,15.1503,0.8527
Spruce 1,103.5430,2.8016,-181.9746,304.3038,1.1279
Spruce 3,106.1767,2.5575,-184.0779,69.2312,1.0376
Spruce 1,-109.7164,27.7920,-180.2517,336.0462,0.9193
Spruce 1,-64.2144,24.3951,-178.6805,166.9129,1.1391
Spruce 3,-60.2419,23.8049,-175.6635,38.6402,0.8885
Spruce 3,-37.0998,18.1942,-180.6003,320.5962,1.1392
Spruce 1,-32.4642,17.6095,-179.3467,339.2756,1.0348
Spruce 1,-22.5660,18.4784,-176.8661,189.2139,0.9519
Spruce 1,-8.3626,19.9888,-179.6873,230.4099,1.1001
Spruce 3,-3.0090,20.3230,-178.8269,280.3658,1.1140
Spruce 1,43.3360,21.7010,-179.2628,72.1544,1.0662
Spruce 1,47.6790,20.0296,-176.6182,336.5079,0.9096
Spruce 1,50.8138,20.2528,-181.0159,61.7467,0.9441
Spruce 3,58.2480,15.8772,-179.7260,132.2976,0.9910
Spruce 3,65.2227,11.5013,-176.7696,128.0615,1.1498
Spruce 1,73.6393,6.5109,-179.4821,213.4987,1.1314
Spruce 3,78.1770,3.8870,-179.0274,169.6042,0.8736
Spruce 3,92.0161,1.9133,-176.0615,107.4071,0.8550
Spruce 3,95.9815,1.5514,-181.2383,243.4756,0.9733
Spruce 1,102.4331,4.6688,-175.4420,270.7973,1.1322
Spruce 3,104.6852,4.0035,-179.3052,246.7081,0.8628
Spruce 1,-67.3921,24.9920,-175.3461,55.9570,0.9553
Spruce 1,-62.4010,24.3621,-171.4863,64.8831,1.1334
Spruce 1,-35.8081,19.5903,-172.8223,284.5891,0.9086
Spruce 3,-30.1737,19.2604,-172.1248,235.6839,0.9734
Spruce 1,-21.6515,20.2095,-171.1697,194.5469,0.9434
Spruce 1,-16.6222,20.9234,-171.1873,270.5627,1.0268
Spruce 1,-12.7909,21.4362,-169.4111,14.8878,1.1078
Spruce 1,-7.0200,20.9456,-172.8291,146.2663,1.0188
Spruce 1,-3.4892,20.9206,-169.6318,174.3260,0.9427
Spruce 1,49.5569,18.0596,-172.3197,39.2601,0.8690
Spruce 3,55.9283,15.3526,-171.5969,55.4360,1.0207
Spruce 1,58.7631,14.6634,-174.5446,1.8253,0.8828
Spruce 1,66.4172,10.7970,-175.2197,297.7652,1.1250
Spruce 1,73.4547,7.1688,-172.9563,285.2405,0.8887
Spruce 1,76.2307,5.8791,-172.0840,234.3628,0.8503
Spruce 3,81.0647,3.8270,-172.1677,259.1638,1.0071
Spruce 3,91.9075,2.9792,-171.2868,145.5312,0.9557
Spruce 3,97.6524,4.3580,-170.5791,292.0375,1.1325
Spruce 3,102.4762,4.8581,-174.8146,305.2402,1.1304
Spruce 3,105.6202,6.7627,-171.0791,293.0548,1.0919
Spruce 1,-108.8368,27.7331,-163.9092,295.4198,0.9313
Spruce 3,-64.2009,24.7607,-166.2758,199.4538,0.8592
Spruce 1,-59.5597,24.1666,-167.4441,268.7831,0.9098
Spruce 1,-56.8063,23.7351,-168.4311,203.0669,0.9647
Spruce 1,-30.3103,20.0633,-169.0867,333.6580,1.1130
Spruce 1,-22.2100,21.6984,-163.5635,146.9396,0.9217
Spruce 1,-16.5156,21.9449,-164.1166,163.4187,1.0986
Spruce 3,-4.1611,21.0463,-167.8495,223.7025,0.8924
Spruce 3,42.6100,18.6862,-168.4265,127.1630,1.0825
Spruce 1,49.3867,15.9280,-163.5897,101.1345,0.9355
Spruce 1,52.9570,15.2195,-166.0280,333.4955,0.8927
Spruce 3,58.8173,12.9800,-164.8838,327.6826,0.9933
Spruce 1,65.0808,10.8607,-164.4079,73.4789,0.9919
Spruce 1,72.5902,8.4017,-163.6615,259.6869,0.9384
Spruce 1,76.7683,6.5968,-166.0989,55.0467,1.1456
Spruce 1,84.2769,4.0845,-167.7743,117.6418,1.0075
Spruce 1,90.4681,3.6830,-167.6982,15.9453,0.9953
Spruce 1,93.2434,3.8174,-168.3145,261.8275,0.9142
Spruce 1,100.6900,6.1887,-164.0052,13.8123,0.9824
Spruce 1,109.6679,8.2680,-169.0951,241.7533,1.0213
Spruce 1,-106.3018,27.5820,-158.1830,325.0394,1.0191
Spruce 1,53.3587,14.4638,-162.1068,14.7051,0.9583
Spruce 3,57.5657,12.9828,-159.1620,131.4871,0.8546
Spruce 1,63.8512,11.2706,-159.2069,13.5401,1.1270
Spruce 1,68.7738,9.7723,-161.8374,175.8427,0.9884
Spruce 1,80.3078,7.5445,-157.5681,224.0236,1.0525
Spruce 1,85.5598,5.1817,-162.9688,137.8850,0.9015
Spruce 1,88.9803,5.8213,-159.2047,271.8143,1.0972
Spruce 3,94.9244,5.1859,-162.3552,313.3053,0.8519
Spruce 1,101.7221,6.6755,-162.1073,211.3459,1.0691
Spruce 3,105.6628,8.1032,-158.8875,133.1078,0.9024
Spruce 3,-108.6600,27.8260,-154.6032,2.9619,1.0463
Spruce 3,-102.4232,27.2215,-151.6709,71.1165,1.0716
Spruce 3,63.0879,11.5766,-157.2856,260.0882,1.0709
Spruce 3,74.4778,9.5482,-154.0820,333.3782,1.0927
Spruce 1,75.5559,9.2117,-154.6217,300.4870,0.9153
Spruce 1,80.6995,7.6657,-156.7981,12.6485,1.0755
Spruce 1,90.1462,7.8197,-151.4669,112.3068,0.9589
Spruce 3,97.7371,7.0326,-154.2047,204.6143,1.1380
Spruce 3,99.1275,6.6676,-157.1022,255.9302,1.0800
Spruce 3,108.9729,9.2530,-156.1279,281.6127,0.9202
Spruce 1,-108.4514,27.8673,-150.6850,131.5102,1.1098
Spruce 1,-105.2888,27.6082,-147.2867,241.1192,0.9327
Spruce 3,-52.5712,24.8388,-150.5420,182.3909,1.0279
Spruce 1,-50.9648,25.1675,-146.3726,348.9999,0.9055
Spruce 1,-7.2395,22.0319,-150.4220,16.6269,1.0280
Spruce 1,83.1147,9.9709,-146.8025,328.7478,1.0087
Spruce 3,86.7581,9.9203,-145.4859,237.3342,1.0902
Spruce 3,96.6056,7.8820,-150.5344,276.1595,0.9704
Spruce 3,104.0437,8.8270,-150.6815,162.0191,0.9752
Spruce 3,107.0024,10.6628,-146.2401,308.9924,0.8692
Spruce 1,-110.6214,28.1598,-140.5953,262.9006,0.9581
Spruce 3,-104.6087,27.6480,-140.6631,219.1018,0.9226
Spruce 1,-58.3847,25.4232,-141.8303,201.0023,1.0128
Spruce 1,-53.6338,25.3191,-145.2924,27.4625,1.0252
Spruce 3,-48.7179,25.5976,-141.3259,172.3893,0.9252
Spruce 1,-10.6440,22.6229,-143.7070,42.5545,0.8718
Spruce 3,-5.6252,22.2772,-141.4039,338.3628,0.9401
Spruce 3,83.2955,11.0494,-142.7671,167.9177,1.1146
Spruce 1,88.3640,10.8429,-141.9482,331.3826,1.1148
Spruce 1,97.0980,10.2510,-143.2919,323.2742,1.0804
Spruce 3,102.9247,11.5913,-141.3199,73.1551,0.9643
Spruce 1,104.6163,11.3930,-142.6196,343.2328,0.8963
Spruce 3,-106.6205,27.9371,-134.0706,72.4807,0.8535
Spruce 1,-100.4528,27.2501,-134.7525,201.0911,0.9980
Spruce 1,-61.7484,25.3173,-136.9847,348.0670,0.9444
Spruce 1,-51.5626,25.8357,-138.0348,111.5397,0.8533
Spruce 3,-47.5907,26.2274,-133.7777,341.0265,0.9792
Spruce 1,-44.6438,26.0939,-135.2624,314.5609,0.8500
Spruce 1,-6.4038,22.5124,-136.8447,211.6713,1.1061
