# Tracked standalone tree placement — see StandaloneTreeCatalog.cs
prefab,worldX,worldY,worldZ,yawDeg,scale
Spruce 1,-220.2914,11.3990,-71.8046,60.6363,1.0068
Spruce 1,-216.7244,10.5026,-68.3036,274.0502,0.9021
Spruce 1,-210.8925,9.6859,-71.1061,137.1491,0.9461
Spruce 1,44.9901,5.4744,-66.9039,58.4506,1.0632
Spruce 1,46.3189,5.6279,-69.9371,53.4777,1.0828
Spruce 1,52.5082,6.2844,-71.3560,355.3278,1.0039
Spruce 3,62.2974,7.1887,-68.6177,198.7416,0.9368
Spruce 1,69.6390,7.7291,-68.7450,334.4626,0.9536
Spruce 1,69.8629,7.6877,-71.3315,77.8045,0.8615
Spruce 1,-223.6560,11.4766,-66.6329,259.2359,1.1321
Spruce 1,-215.8760,9.6997,-63.1052,327.8475,0.8875
Spruce 3,51.6080,6.1722,-64.8728,11.1124,1.0757
Spruce 1,53.7448,6.3621,-62.7065,187.8759,1.0556
Spruce 3,65.0111,7.4507,-63.0192,115.8878,1.0317
Spruce 1,73.6912,8.0815,-66.0526,104.7148,1.1028
Spruce 3,151.7330,15.0792,-64.1818,250.8158,1.1424
Spruce 1,155.0536,15.3449,-64.7818,249.7638,1.0939
Spruce 3,-223.7268,10.2611,-59.5196,326.5836,0.9889
Spruce 1,50.1797,5.9211,-59.9563,137.6295,0.9893
Spruce 3,55.0845,6.3426,-54.7676,358.0018,0.9328
Spruce 1,60.5888,6.9661,-56.9363,102.0223,0.8632
Spruce 3,68.9603,7.7840,-55.0890,113.4664,1.1393
Spruce 3,71.1350,8.0032,-58.2010,19.7303,1.1117
Spruce 3,158.3503,15.2488,-58.5306,121.8435,1.1380
Spruce 1,-222.5321,8.8655,-50.3219,171.7473,1.0126
Spruce 1,55.8880,6.3640,-50.3907,81.0739,0.9596
Spruce 3,61.8431,7.0088,-51.9578,16.4304,0.8613
Spruce 3,72.4672,8.0972,-51.7193,93.8455,1.1391
Spruce 3,79.7498,8.8170,-50.9163,28.4965,0.8691
Spruce 1,157.9074,14.6170,-50.7233,340.7448,1.0038
Spruce 1,-221.1185,8.6210,-48.1227,37.2011,0.8799
Spruce 3,-112.0130,7.9714,-44.2316,196.0776,1.1489
Spruce 3,-106.0403,8.3100,-43.7963,163.6957,0.9028
Spruce 3,-59.1547,8.1629,-43.3740,37.6506,1.0205
Spruce 3,-56.0522,7.9097,-44.0161,268.3766,1.0633
Spruce 1,-42.8966,6.9959,-43.9565,111.6312,0.8833
Spruce 1,-33.1049,6.0029,-46.4582,76.9626,1.0532
Spruce 1,-30.6462,6.3110,-44.6314,239.2393,1.0657
Spruce 1,-22.5940,6.0722,-44.4346,126.5259,1.0598
Spruce 1,55.3222,6.2836,-46.9085,135.6301,0.9657
Spruce 1,58.6279,6.6183,-48.2658,306.7975,0.8639
Spruce 1,66.7482,7.4134,-46.3443,129.9308,1.1028
Spruce 1,77.0838,8.4950,-46.5331,67.1181,1.0621
Spruce 1,86.7412,9.4290,-42.6746,32.6243,1.0585
Spruce 3,-220.6483,8.3347,-39.8138,285.8240,1.0166
Spruce 1,-217.4394,8.3286,-37.4729,12.9053,1.0700
Spruce 1,-106.3539,7.9334,-37.9188,328.2784,1.1320
Spruce 1,-58.3211,8.1020,-39.4992,175.3489,1.1005
Spruce 1,-55.9401,7.9910,-40.8968,269.6399,1.1459
Spruce 1,-42.2727,7.3913,-39.8545,317.5736,1.0918
Spruce 1,-35.5014,7.1136,-40.7860,317.7366,0.8963
Spruce 1,-26.7770,7.2819,-38.0520,276.5033,1.0083
Spruce 3,-20.9121,7.1833,-38.2253,137.1460,1.0846
Spruce 1,-19.0808,6.3840,-42.5337,55.6021,0.8862
Spruce 1,-3.0206,6.4657,-38.9319,302.8348,0.9104
Spruce 1,2.2975,5.9961,-39.8345,347.7343,1.0176
Spruce 1,7.0324,5.1130,-42.6357,294.1266,1.0247
Spruce 3,15.0928,5.7663,-37.9667,177.1488,1.0711
Spruce 3,70.1758,7.7010,-42.6495,75.4122,0.8603
Spruce 3,81.2923,8.8438,-41.5576,287.5504,0.9164
Spruce 3,84.0171,9.1352,-41.9266,150.3188,1.0048
Spruce 1,90.4681,9.6851,-37.5271,224.7706,0.9176
Spruce 1,173.7180,14.3925,-37.8872,287.7737,0.9902
Spruce 1,-221.2012,8.5045,-34.4632,245.0636,1.1472
Spruce 1,-213.2417,8.6867,-31.0785,150.8449,1.0790
Spruce 1,-110.5487,7.6074,-36.0540,229.5062,0.8728
Spruce 1,-109.0598,7.4093,-31.3572,219.0189,0.9741
Spruce 3,-82.2781,8.4637,-35.6462,30.5351,1.1088
Spruce 1,-68.0459,8.2876,-36.0470,21.3135,0.9851
Spruce 3,-31.1964,7.6413,-30.8279,21.7377,0.9456
Spruce 1,-2.2503,7.1039,-35.1354,130.2600,1.0322
Spruce 1,10.3371,7.0027,-32.2189,177.0554,0.9563
Spruce 1,15.7445,6.9663,-30.8405,355.7881,0.9038
Spruce 1,24.8156,6.1598,-34.0940,244.2915,0.8682
Spruce 1,28.3868,6.4431,-31.8228,169.6586,0.8893
Spruce 3,42.3212,6.5995,-30.8914,74.1905,1.0692
Spruce 3,47.0747,6.5365,-32.3361,140.2119,1.0093
Spruce 3,86.3122,9.1866,-32.3394,34.0495,1.0620
Spruce 1,91.9915,9.7520,-34.6719,156.3477,1.0231
Spruce 3,95.0842,9.9060,-31.2049,108.5942,1.1361
Spruce 1,164.0107,13.0876,-30.7191,176.6990,1.0408
Spruce 1,171.0965,13.8956,-33.1640,57.1610,0.8790
Spruce 3,177.4482,14.6223,-33.5117,334.8040,0.8931
Spruce 1,185.2098,15.5680,-33.5384,93.9989,0.9692
Spruce 1,-219.7525,9.3833,-27.2312,75.0090,0.8655
Spruce 3,-217.5487,9.0703,-28.7870,50.5570,0.8702
Spruce 3,-210.1361,9.4816,-24.8240,234.3181,0.9963
Spruce 1,-30.2597,7.7434,-25.3374,262.6663,1.0564
Spruce 3,-11.4857,7.9011,-25.8750,72.3806,0.9239
Spruce 1,25.5530,6.7992,-29.7085,73.9856,1.1217
Spruce 1,40.7764,6.9734,-27.8450,93.3935,1.1449
Spruce 3,50.8220,7.2672,-27.2360,222.2740,1.0317
Spruce 1,61.7352,7.8517,-25.5286,26.4212,0.9353
Spruce 1,69.1293,8.2115,-25.1438,348.4780,0.9588
Spruce 1,89.9247,9.4217,-28.7064,114.3493,0.9329
Spruce 3,95.8826,9.9320,-30.2480,101.5035,0.9219
Spruce 1,167.3857,13.6941,-27.2867,192.8233,0.9345
Spruce 1,174.1643,15.2868,-25.1101,150.2748,1.0860
Spruce 1,177.9684,15.7854,-25.9014,82.2735,0.9089
